ISSUER,full_name,vote_raw,against_reason,investor,vote
Bunzl Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Centrica,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Compass Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
ConvaTec Group,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Croda International Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Endeavour Mining Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Entain Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Flutter Entertainment Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Fresnillo Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Glencore Plc,To approve the Directors' Remuneration Report (excluding the Directors' Remuneration Policy) as set out in the 2023 Annual Report.,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
GSK Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Haleon Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Hiscox Ltd,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
HSBC Holdings Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Imperial Brands Plc,To approve the Directors' Remuneration Report for the financial year ended 30 September 2023.,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Informa Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
International Consolidated Airlines Group SA,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Intertek Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Kingfisher Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Legal & General Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
M&G,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Melrose Industries Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Mondi Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Next Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Ocado Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Pearson Plc,Approve Remuneration Report,Against,No comment available,Franklin Templeton Fund Management Ltd,AGAINST
Persimmon Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Phoenix Group Holdings,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Prudential Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Relx Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Rentokil Initial,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Rightmove Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Rolls-Royce Holdings,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Schroders Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Segro,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Smurfit Kappa Group,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
St. James's Place Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Standard Chartered Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Taylor Wimpey Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Tesco Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Unite Group Plc (The Unite Group Plc),Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Whitbread Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
WPP Plc,Approve Compensation Committee Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
3i Group,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Abrdn Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Admiral Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Antofagasta Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Ashtead Group,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
AstraZeneca,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Auto Trader Group,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Aviva,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
BAE Systems Plc,Directors' Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Barclays,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Barratt Developments,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Berkeley Group Holdings,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Bunzl Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Compass Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Diageo Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Experian Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
GSK Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Haleon Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Halma Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Hargreaves Lansdown Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
HSBC Holdings Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Informa Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Kingfisher Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Land Securities Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Next Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Ocado Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Pearson Plc,Approve Remuneration Report,Against,No comment available,Guardians of New Zealand Superannuation.1,AGAINST
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Relx Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Schroders Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Segro,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
SSE Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Standard Chartered Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Taylor Wimpey Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Tesco Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
United Utilities Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Vodafone Group Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Whitbread Plc,Approve Remuneration Report,For,No comment available,Guardians of New Zealand Superannuation.1,FOR
Bunzl Plc,Approve Remuneration Report,For,No comments available,Harris Associates LP,FOR
Compass Group Plc,Approve Remuneration Report,For,No comments available,Harris Associates LP,FOR
ConvaTec Group,Approve Remuneration Report,For,No comments available,Harris Associates LP,FOR
Glencore Plc,To approve the Directors' Remuneration Report (excluding the Directors' Remuneration Policy) as set out in the 2023 Annual Report.,For,No comments available,Harris Associates LP,FOR
Informa Plc,Approve Remuneration Report,For,No comments available,Harris Associates LP,FOR
